,title,author,date,text,url,news source,political affiliation
139,Thousands have fled Puerto Rico for Florida since Hurricane Maria,Mark Moore,2017-10-26,"More than 73,000 of Puerto Rico’s 3.4 million residents have fled to Florida since Hurricane Maria struck the Caribbean island. “Since October 3, 2017, more than 73,000 individuals arrived in Florida from Puerto Rico through Miami International Airport, Orlando International Airport and the Everglades Port,” Gov. Rick Scott’s office said in a statement. Although Maria struck Puerto Rico on Sept. 20, it didn’t begin counting until Oct. 3 because that’s when Florida was declared a state of emergency so it could handle the expected effects of the influx of evacuees. The state has also served more than 15,000 Puerto Ricans at disaster relief centers at those sites. Scott also said the State Emergency Response Team is working with private partners to provide transport vessels and essential services and supplies to the storm-ravaged island. Nearly five weeks after Maria made landfall, the situation in Puerto Rico, a US commonwealth, remains dire. More than three-quarters of people are without electricity and 22 percent are still without running water. Florida lawmakers have been discussing the financial hit the state has taken by the evacuees and are calling for additional spending for housing, schools and hospitals. “They are United States citizens, they are our brothers and sisters,” ​Sen. Jack Latvala​, the chairman of the ​Florida Senate Appropriations Committee, said during an emotion appeal to his colleagues on Wednesday. “The question, the only question that we’re raising is that it needs to be a collective decision entered into by the legislature as well as the governor.” With Post Wires ",https://nypost.com/2017/10/26/thousands-have-fled-puerto-rico-for-florida-since-hurricane-maria/,New York Post,Conservative
140,Cuomo is heading back to Puerto Rico,Kirstan Conley,2017-10-26,"Gov. Cuomo is returning to Puerto Rico Thursday to deliver filtration devices to the hurricane-battered island, saying the water that residents are drinking “may be poison.” The trip is Cuomo’s second since Hurricane Maria slammed the US territory last month. Most residents remain without electricity and Cuomo told reporters before taking off from JFK airport that water is a major problem as well. “They’re drinking water that may be poison,” he said. The state has already sent more than 3,000 pallets of goods to the US territory. Delta airlines donated the seats for Thursday’s flight for Cuomo and his aides, which included state police. The governor, who is weighing a possible run for the White House in 2020, blasted President Trump for not doing more for Puerto Rico. “Washington is talking about how long emergency troops and FEMA can stay there,” he said. “There have been suggestions from our federal government that you know ‘Well, we can’t stay there forever. In New York, we have the exact opposite attitude. When you’re talking about the people of Puerto Rico, you’re talking about Americans. I don’t know how the president or anyone else can be talking about leaving… when you still have millions of people in need of urgent help.” ","https://nypost.com/2017/10/26/cuomo-is-heading-back-to-puerto-rico/
",New York Post,Conservative
106,’Largest blackout in American history’ ensues in Maria’s aftermath as Puerto Rico struggles to restore power,,2017-10-26,"Roughly 75 percent of U.S. territory Puerto Rico's 3.4 million residents still lack electricity, over a month has gone by since the island was devastated by Hurricane Maria.A new study found that based on the available data, Hurricane Maria has caused the largest blackout in American history.Puerto Rico Governor Ricardo Rosselló set a goal to restore power to half of all customers by Nov. 15 and 95 percent by Dec. 15.If Puerto Rico can meet this aggressive timeline and a similar restoration pathway is achieved in the U.S. Virgin Islands, Maria will have resulted in more than 2 billion lost customer hours in total, according to the study.That is three times the impact of Hurricane Sandy or the 2003 Northeast Blackout, the study reads. Prior to the storm, Puerto Rico's power system was unstable. The island's electric utility filed for bankruptcy in July, and officials had said the system was ""vulnerable and fragile"" and in urgent need of maintenance, sources told CNN.Puerto Rico's utility quasi-public power utility, PREPA, signed a $300 million deal with a small Montana company, Whitefish Energy, to help repair the island's ravaged power grid.Whitefish was awarded the deal without a competitive bidding process, drawing criticism from many U.S. lawmakers.The company had just two full-time employees and was established only two years ago, which caused many lawmakers to suggest that cheaper and more established options might have been available.In previous cases, such as recently in Texas and Florida, ""mutual aid"" agreements helped U.S. utilities to recover quickly from natural disasters. It is an unusual decision to hire a tiny-for-profit company, according to The Washington Post.Despite the heavy scrutiny from Congress, Rosselló defended the island's decision in a statement on Tuesday.“Of those (contractors) who met the requirements and aggressive schedules to bring brigades, one was asking for a substantial amount of money - which PREPA had no liquidity for - and another did not require it,” Rosselló said. “That other one is Whitefish.”However, Rosselló said in a tweet on Wednesday that he asked the Office of the Inspector General to conduct a review of the contracting process of Whitefish Energy.Meanwhile, San Juan Mayor Carmen Yulín Cruz voiced her own criticism of Whitefish, saying the contract should be ""voided right away"" and calling the deal ""alarming"" in an interview with Yahoo News on Wednesday.The criticism fueled a twitter spat between Cruz and Whitefish. Whitefish later apologized for their response to Cruz in a tweet on Wednesday night.",https://www.foxnews.com/us/largest-blackout-in-american-history-ensues-in-marias-aftermath-as-puerto-rico-struggles-to-restore-power,Fox,Conservative
141,No-name firm with Zinke ties lands $300M Puerto Rico power contract,Mark Moore,2017-10-24,"A tiny Montana company from Interior Secretary Ryan Zinke’s hometown inked a $300 million contract to help restore electrical power on Puerto Rico, according to a report Tuesday. Whitefish Energy, which only had two employees when Hurricane Maria slammed into Puerto Rico on Sept. 20, now has 280 workers on the island, the majority of whom are subcontractors, the Washington Post reported. The contract with the Puerto Rico Electric Power Authority is the largest issued so far in the relief effort, the report said. PREPA decided to hire Whitefish instead of activating “mutual aid” arrangements it has with other utilities, understandings typically used among US power companies to hasten recovery efforts from natural disasters, such as the recent hurricanes in Texas and Florida. A month after Maria hit, about three-quarters of Puerto Rico’s 3.4 million residents still are without power. A former official at the Energy Department said the selection of Whitefish is “odd.” “The fact that there are so many utilities with experience in this and a huge track record of helping each other out, it is at least odd why [the utility] would go to Whitefish,” Susan F. Tierney, a former senior official at the Energy Department and state regulatory agencies, told the newspaper. “I’m scratching my head wondering how it all adds up.” Ricardo Ramos, PREPA’s executive director, has told reporters that Whitefish was chosen because it was the first company “available to arrive and they were the ones that first accepted the terms and conditions” of the authority. “The doubts that have been raised about Whitefish, from my point of view, are completely unfounded,” he said. Whitefish spokesman Chris Chiames dismissed the criticisms as “carping.” “So the carping by others is unfounded, and we stand by our work and our commitment to the people of Puerto Rico,” he told the Washington Post. Zinke’s office said the secretary knows Whitefish’s top executive, but that’s not unusual in a town with a population of a little more than 7,000 people. “Everybody knows everybody,” Zinke’s office said in an email. It added that Zinke played no role in getting the contract. The House Committee on Natural Resources is looking into PREPA’s hiring of Whitefish. ",https://nypost.com/2017/10/24/tiny-company-inks-300m-contract-to-power-puerto-rico/,New York Post,Conservative
142,Dogs saved from Puerto Rico up for adoption in New York,"Shari Logan, Natalie O'Neill",2017-10-22,"Lucky dogs! Dozens of adorable pooches were rescued from hurricane-ravaged Puerto Rico and are up for adoption in the Big Apple, animal shelter sources said Sunday. A total of 28 dogs — some of which were abandoned during the natural disaster— are up for grabs at Animal Haven on the Lower East Side, said Tiffany Lacey, executive director of the shelter. “These animals are in dire need. It’s life or death down there,” Lacey urged. “Come in and adopt because you’re gonna be helping.” The furry survivors were rescued from the island by charter plane and brought to the no-kill shelter on Saturday night, according to Lacy. The furry survivors include a pure-bred Shih Tzu, Great Dane and a hound, which are available for adoption beginning Tuesday. Some of the dogs were left at shelters by owners in the aftermath of the hurricane. Others were strays before the storm struck. The raging storm worsened the country’s epidemic of homeless and starving pups. “Even without a natural disaster, it is overwhelming. There’s a very high euthanasia rate. A lot of people are dumping animals,” Lacey said. A total of 53 dogs were saved by the animal rescue group The Sato Project. Some were brought to shelters elsewhere in the United States. The rescue was funded by the John and Wendy Neu Family Foundation, which worked with The Sato Project. Anyone who wants to adopt a dog should contact the shelter at (212) 274-8511. ",https://nypost.com/2017/10/22/dogs-saved-from-puerto-rico-up-for-adoption-in-new-york/,New York Post,Conservative
143,Schumer calls on Trump to appoint Puerto Rico recovery chief,"Mark Moore, Gina Daidone",2017-10-22,"Sen. Chuck Schumer on Sunday called on President Trump to appoint a recovery chief to oversee relief efforts for hurricane-ravaged Puerto Rico. The New York Democrat said the “chief executive of response and recovery” would have direct access to the president, cabinet​ secretaries​, Congress​ members​ ​and ​Puerto Rico ​government officials ​to coordinate recovery work. “It’s been more than a month since Maria, but 80 percent of the lights in Puerto Rico are still out, and American citizens are unsure about where their next glass of clean water will come from — this is just unconscionable and demands new action,” said Schumer, who was joined at the news conference by Reps. Nydia M. Velazquez and Jose Serrano​, Democrats from New York.​ ​The chief executive would coordinate​ emergency response efforts between US government agencies — including the Federal Emergency Management Agency, the Department of Energy and the Treasury Department — and ensure cities and towns in Puerto Rico receive the necessary resources and support. The person would also oversee repairing and restoring the electric grid and monitor contracts to make sure there is no “waste, fraud, or abuse.” Schumer blasted the Trump administration’s recovery effort after Hurricane Maria slammed into the US commonwealth Sept. 20 as “disorganized, slow-footed and mismanaged” and said the island is in the midst of a “humanitarian crisis.” The death toll has reached 49 and dozens are missing. Beyond the lack of drinking water and persistent power outages that have hobbled the country’s hospitals, Schumer said there is a severe shortage of medication and health care supplies that is putting thousands more at risk. ​Gov. Ricardo Rossello met with Trump at the White House last Thursday to make his case for more federal help for the 3.4 million residents of Puerto Rico, saying “the reality is we still need to do more.” The president, asked by reporters to score his administration’s response to Maria, said, “it’s a 10.” Schumer said Trump’s comments are an insult ​”to people of good will and humanity anywhere.” “You don’t have to be an expert on Puerto Rico, all you have to do is look at the pictures and hear the reports, people drinking sewage because they don’t have water, hospitals worried that their patients will die because they are on some faulty old generator and they don’t have electricity​,” Schumer said.​ Vela​z​quez said the US government is failing the people of Puerto Rico. “There is no way to sugarcoat it, by every metrics, it is abundantly and tragically clear that the response to Maria has been ineffective, slow, and weak​,” she said. “​And the result is that our fellow citizens, American citizens are suffering and dying.” “The whole world is watching what is happening in Puerto Rico​,” she said.​ Serrano said the situation is “shameful.” “You’re hearing the horror stories​.​​ … How can ​A​merican citizens anywhere under the ​A​merican flag be in a situation where they’re drinking sewage water​,” he said. “How shameful for us and how inhumane; and this can be turned around. We don’t need paper towels being thrown at people, we don’t need comments about getting trucks through the ocean, we don’t need any of that, what we need is a coordinated effort.” “I hope the president stops tweeting and starts thinking​,​”​ he added.​ ",https://nypost.com/2017/10/22/schumer-calls-on-trump-to-appoint-puerto-rico-recovery-chief/,New York Post,Conservative
144,Hedge funder says Puerto Rico is better off with massive debt,Carleton English,2017-10-20,"Expunging Puerto Rico’s massive debt load is “impractical” and will harm the island more than help it, according to one hedge fund investor. Erasing the debt will hurt not only the hedge funds that own the debt but will also have a “devastating effect” on Puerto Ricans who own the debt, said Seth Klarman, of Baupost Group, in a recent letter to the hedge fund’s investors. Calls to erase Puerto Rico’s $74 billion debt load intensified after the cash-strapped island was hit by Hurricane Maria last month. Baupost owns nearly $1 billion in Puerto Rico’s sales tax bonds, The Intercept revealed earlier this month. Payments to bondholders had already been suspended prior to the hurricane as part of the island’s restructuring. ",https://nypost.com/2017/10/20/hedge-funder-says-puerto-rico-is-better-off-with-massive-debt/,New York Post,Conservative
146,Trump gives himself a perfect ‘10’ for hurricane response in Puerto Rico,Mark Moore,2017-10-19,"President Trump said​ ​he would give his administration a perfect “10” for its response to hurricane-ravaged Puerto Rico, despite widespread power outages and the lack of basic services like running water​. “I would give myself a 10,” Trump​ ​said Thursday as he sat next to Puerto Rico Gov. Ricardo Rossello​,​ because “we have provided so much, so fast.” ​“I’d say it was probably the most difficult when you talk about relief, when you talk about search, when you talk about all of the different levels, and even when you talk about lives saved, Trump said during the White House meeting. “You look at the number. I mean, this was — I think it was worse than Katrina.” Rossello, who was lobbying for more assistance from Washington four weeks after Hurricane Maria slammed into the US commonwealth​​, sidestepped Trump’s request to rate his response. Trump asked, “Did we do a good job?” Rossello replied, “You responded immediately, sir.” The two hurricanes that hit Puerto Rico last month — first Irma then Maria — were “in many ways worse than anything people have ever seen,” Trump said. “They got hit by a category 4. Grazed. But grazed about, you know, a big portion of the island,” the president said. “But it was grazed. The rest of it hit Florida, as you know. But that was bad. But then they got hit dead center … by a category 5. … It hit right through the middle of the island, right through the middle of Puerto Rico. There’s never been anything like that. I give ourselves a 10.” Trump was faulted for his administration’s sluggish response to provide relief, especially when compared to the aid operations after hurricanes hit Florida and Texas, and for his comments that emergency personnel couldn’t stay on Puerto Rico indefinitely. Responding to upbeat comments from Trump’s acting Homeland Security secretary, San Juan Mayor Carmen Yulin Cruz said, “This is not a good news story, this is a people are dying story.” Nearly a month after Maria made landfall, only 22 percent of the island’s 3.4 million residents have electricity and 72 percent have access to clean water. But about 78 percent of the hospitals are open, although electric service is still unreliable. Trump said despite the efforts of emergency personnel, getting help to the residents was a logistical nightmare because the storm wrecked infrastructure and many of the roads were blocked with debris from the storm. Remarking on Puerto Rico’s $74 billion in debt, Trump said the government would work out a plan for it to pay back any loans during the rebuilding process. “I will say that I have given my blessing to Congress and Congress is working with you and your representatives on coming up with a plan and a payment plan and how it’s all going to be funded,” he said. The Senate is considering giving Puerto Rico $4.9 billion in loans as part of a hurricane and wildfire relief bill. ",https://nypost.com/2017/10/19/trump-gives-himself-a-perfect-10-for-hurricane-response-in-puerto-rico/,New York Post,Conservative
145,Governor of Puerto Rico wants ‘equal treatment’ from Trump,Mark Moore,2017-10-19,"The governor of hurricane-ravaged Puerto Rico said he’ll tell President Trump when he meets with him later Thursday that “we need equal treatment” like other US citizens who are recovering from the destruction of recent storms. “Recognizing that we’re in this together – US citizens in Texas, US citizens in Florida, US citizens in Puerto Rico and the Virgin Islands – we need equal treatment,” said Gov. Ricardo Rossello. “We need all the resources so we can get out of the emergency and of course the resources to rebuild.” Four weeks after Hurricane Maria crashed into Puerto Rico as a Category 4 storm, the island is still struggling to recover. Rossello will meet with Trump who has been criticized for his administration’s sluggish response to provide aid, compared to relief efforts in Florida and Texas. Trump also feuded with San Juan Mayor Carmen Yulin Cruz and accused her of “poor leadership” after she questioned the pace of relief efforts last month. And Trump drew fire when he suggested that emergency personnel couldn’t remain in Puerto Rico indefinitely. “We cannot keep FEMA, the Military & the First Responders, who have been amazing (under the most difficult circumstances) in P.R. forever!” Trump said on Twitter last week. ",https://nypost.com/2017/10/19/governor-of-puerto-rico-wants-equal-treatment-from-trump/,New York Post,Conservative
147,Private security mercenaries are now moving into Puerto Rico,"Larry Celona, Danika Fears",2017-10-16,"The situation is so bad in Puerto Rico that a private security firm formerly known as Blackwater has fielded several requests to send employees to the island — and there are already guards roaming around with long guns on the streets of San Juan. US security firm Academi, formerly called Blackwater, has received at least five different requests for help, including one from Federal Protective Services, which is part of the Department of Homeland Security. “We’ve been invited to bid armed and unarmed security of fuel and water, but have not received responses,” said Paul Donahue, CEO of Constellis, Academi’s parent company. “The top two concerns as reported to us are the need for security of fuel (for gas stations and for generators so businesses can operate), and for humanitarian support, i.e. water distribution.” A job listing on the Constellis Web site says they’re looking for “security professionals to deploy to Puerto Rico to provide humanitarian and armed security services.” One of the tasks would be dealing “tactfully with the general public,” it says. The Whitestone Group, another U.S. security company, posted an online ad on Sept. 29 seeking “retired officers with gun licenses for immediate response in Puerto Rico,” the island’s Center for Investigative Journalism reported. Armed guards from unidentified private security companies have also been spotted around San Juan, some with long guns that may be illegal because they require special licenses given out by the government, experts told the CIJ. “It is very restricted,” said Rosa Emilia Rodríguez, the chief federal prosecutor in Puerto Rico. “I’m surprised that this is happening. I don’t know if they are off-duty police officers. I don’t know, I would have to see the circumstances. A police officer can work in a private security company in their spare time.” Héctor Pesquera, secretary of the Puerto Rico Department of Public Safety, is crafting an executive order with rules that private guards must abide by. Rodriguez said security contractors shouldn’t be able to carry long guns. “They would be going very far,” she told CIJ. A law enforcement source said sending private security guards over to Puerto Rico to help with relief efforts “sounds unusual since Puerto Rico is a US territory.” “Private contractors are usually hired for hot zones like the Middle East where there are concerns about terrorist attacks,” the source said. But Donahue, the CEO of Constellis, said private security details were also deployed in the wake of Hurricane Katrina. “In Katrina, we protected schools, churches, hospitals, food suppliers, water, power, tent cities…everything,” he said. “The police, military and guard were doing the heavy lifting and we were in critical support roles.” In 2014, four former Blackwater security guards were found guilty in the 2007 shootings of more than 30 Iraqis in Baghdad, which raised questions about the US use of private security contractors during the Iraq War. One of the convictions has since been overturned. ",https://nypost.com/2017/10/16/private-security-mercenaries-are-now-moving-into-puerto-rico/,New York Post,Conservative
149,Trump tries to reassure Puerto Rico after threatening to cut disaster relief,Yaron Steinbuch,2017-10-13,"A day after warning Puerto Rico that the federal response on the hurricane-ravaged island won’t last “forever,” President Trump on Friday tweeted a message of reassurance to its residents. “The wonderful people of Puerto Rico, with their unmatched spirit, know how bad things were before the H’s. I will always be with them!” Trump tweeted, referring to hurricanes and the antiquated infrastructure that existed before Hurricane Irma struck Sept. 20. On Thursday, the president sent a series of tweets about his administration’s efforts on the island of 3.4 million that drew condemnation. “We cannot keep FEMA, the Military & the First Responders, who have been amazing (under the most difficult circumstances) in P.R. forever!” he said. “Electric and all infrastructure was disaster before hurricanes,” he said, adding that Congress will have to decide how much federal funds to appropriate to the beleaguered island. San Juan Mayor Carmen Yulin Cruz, who has been sharply critical of Trump, lashed out at him Thursday. “@POTUS It is not that you do not get it; you are incapable of fulfilling the moral imperative to help the people of PR. Shame on you.!” She tweeted, calling him a “Hater in Chief.” She also released a scathing statement in which she said her constituents have been frustrated by the “devastating actions, time after time, by a President whose tweets, comments and actions seem to be taken out of a book on how to add insult to injury rather than a book on how to help during a humanitarian crisis.” “He is simply incapable of understanding the contributions, the sacrifices and the commitment to democratic values that Puerto Ricans have shown over decades,” she wrote. “His actions are unbecoming of a leader of the free world,” she continued. “It is not that you do not get it, it is that you are incapable of empathy and frankly cannot get the job done.” ",https://nypost.com/2017/10/13/trump-tries-to-reassure-puerto-rico-after-threatening-to-cut-disaster-relief/,New York Post,Conservative
148,"Carlos Beltran: If Puerto Rico doesn’t get help, ‘people are gonna die’",Dan Martin,2017-10-13,"HOUSTON — While Carlos Beltran gets ready to play in the ALCS again, the Astros designated hitter is somewhat preoccupied by the destruction left by Hurricane Maria in his native Puerto Rico and how dire the situation remains. “I have friends and family over there and things are not getting better,” Beltran said Thursday after the Astros worked out at Minute Maid Park in preparation for Game 1 of the ALCS. “For the first week and a half [after the storm], I couldn’t sleep. I was going crazy. I didn’t hear from my family for a week. Everyone is in the same boat, all different classes. You can have money, but if you don’t have food to buy, then you don’t have anything. The situation is critical.” And it could get worse, since President Trump has threatened to pull federal aid from the island. “If they want it to disappear, then Puerto Rico is gonna disappear,” Beltran said. “People are gonna die. I don’t think that’s gonna happen. There’s no power, no water. If we don’t get help from the United States, I don’t know what to tell you what’s gonna happen.” Beltran said he has donated $1 million in aid and also raised funds to send planes of food and water. “It benefits some people, but it’s not enough,” Beltran said. “I’m doing the best I can.” ",https://nypost.com/2017/10/13/carlos-beltran-if-puerto-rico-doesnt-get-help-people-are-gonna-die/,New York Post,Conservative
150,Trump suggests pulling relief workers from Puerto Rico,Yaron Steinbuch,2017-10-12,"President Trump on Thursday suggested he may pull federal relief workers from hurricane-ravaged Puerto Rico and let it fend for itself – saying emergency responders can’t stay there “forever.” In a series of tweets, the president again sought to partly blame the US territory for its own plight, saying its “electric and all infrastructure was disaster before hurricanes.” Trump wrote that Congress will have to decide how much federal funds to appropriate to the beleaguered island for its recovery efforts after Hurricane Maria. “We cannot keep FEMA, the Military & the First Responders, who have been amazing (under the most difficult circumstances) in P.R. forever!” he tweeted. He unleashed his tweetstorm while only about 10 percent of the island’s 3.4 million residents have electricity, Puerto Rico’s government said Tuesday. Trump — who has been roundly criticized for his administration’s response in Puerto Rico – also quoted TV journalist Sharyl Attkisson as saying: “Puerto Rico survived the Hurricanes, now a financial crisis looms largely of their own making.” “A total lack of accountability say the Governor,” he wrote. Trump has been on the defensive after his visit to the island, where he was mocked for tossing rolls of paper towels at local residents as if he was shooting jumpshots. He also was assailed for saying that the death toll was lower than the “real catastrophe” of the 2005 Hurricane Katrina. His latest Twitter rant runs counter to what he said in a Sept. 29 speech. “We will not rest, however, until the people of Puerto Rico are safe,” he said, the Washington Post reported. “These are great people. We want them to be safe and sound and secure. And we will be there every day until that happens,” he added. And in a visit to the island last week, Vice President Mike Pence also vowed that Team Trump would be with Puerto Rico “every step of the way.” “We are with you, we stand with you, and we will be with you every single day until Puerto Rico is restored bigger and better than ever before,” he said. Meanwhile, Puerto Rico is still reeling from a lack of power, public health access and a rising death toll after the hurricane struck Sept. 20. At least 113 people remain unaccounted for, said Karixia Ortiz, a spokeswoman for Puerto Rico’s Department of Public Safety, CNN reported. Acting Department of Homeland Security Elaine Duke planned to make her second trip to the island on Thursday, according to DHS spokesman David Lapan. House Speaker Paul Ryan will lead a bipartisan delegation to visit the island on Friday, according to the speaker’s office. He will be joined by House Appropriations Chairman Rodney Frelinghuysen of New Jersey, and Rep. Nita Lowey of New York, the top Democrat on the panel. Jenniffer Gonzalez-Colon, Puerto Rico’s sole representative in Congress, and House GOP Conference Chairwoman Rep. Cathy McMorris Rodgers also will be in the contingent. Last week, the Trump administration asked for $29 billion in supplemental spending. It asked for additional resources Tuesday, including $4.9 billion to fund a loan program for basic functions like infrastructure needs. ",https://nypost.com/2017/10/12/trump-suggests-pulling-relief-workers-from-puerto-rico/,New York Post,Conservative
107,"Trump warns post-hurricane Puerto Rico, says FEMA won’t stay 'forever'",Brooke Singman,2017-10-12,"President Trump issued a warning Thursday to hurricane-ravaged Puerto Rico, saying the U.S. territory's infrastructure was a mess before the storm and warning that federal officials cannot stay on the island ""forever.""The president made the comments in a series of early-morning tweets.“’Puerto Rico survived the Hurricanes, now a financial crisis looms largely of their own making.’ Says Sharyl Attkisson. A total lack of accountability say[s] the Governor. Electric and all infrastructure was disaster before hurricanes,” Trump said.“Congress to decide how much to spend…We cannot keep FEMA, the Military & the First Responders, who have been amazing (under the most difficult circumstances) in P.R. forever!”The president’s comments come just one week after he visited the U.S. territory that is struggling to recover from the devastation left by Hurricane Maria, the strongest hurricane to hit Puerto Rico in nearly a century.Trump’s trip to Puerto Rico was criticized, for among other things commenting on how the storm's death toll was far lower than that of a “real catastrophe like Katrina” in 2005.“Sixteen people versus in the thousands,” Trump said. “You can be very proud of all your people.”The president has repeatedly called for more help “on a local level” from Puerto Rico and has had an intermittent feud with the San Juan mayor, who also has faced criticism for engaging in political combat when other officials on the island are not.Senate Minority Leader Chuck Schumer, D-N.Y., shot back Thursday at Trump's latest tweets.""Why do you continue to treat Puerto Ricans differently than other Americans when it comes to natural disasters?"" Schumer tweeted.According to the Federal Emergency Management Agency, earlier this month, there were more than 10,000 federal officials on the ground on the island.On Friday, House Speaker Paul Ryan, R-Wis., plans to lead a small bipartisan group, including the chairman and top Democrat on the House Appropriations Committee that signs off on spending legislation, to visit Puerto Rico.Ryan plans to meet with local officials and emergency personnel.The House is expected to vote this week on an emergency spending package including billions of dollars more in relief for Puerto Rico, Texas and Florida in the wake of deadly storms Maria, Harvey and Irma this hurricane season.The president asked Congress this week for a $4.9 billion loan to help Puerto Rico pay its bills from the storm. The island faced more than $70 billion in debt prior to the storm, and declared bankruptcy in May.Brooke Singman is a Fox News Digital politics reporter. You can reach her at Brooke.Singman@Fox.com or @BrookeSingman on Twitter.",https://www.foxnews.com/politics/trump-warns-post-hurricane-puerto-rico-says-fema-wont-stay-forever,Fox,Conservative
151,Zuckerberg sorry for tone-deaf Puerto Rico VR presentation,Nicolas Vega,2017-10-11,"Facebook CEO Mark Zuckerberg has apologized after inserting a smiling cartoon likeness of himself into images of hurricane-ravaged Puerto Rico to show off a new virtual-reality platform. In a bizarre Facebook Live video on the social network’s VR app Spaces, Zuckerberg and Facebook social VR chief Rachel Franklin gave a virtual tour of the devastated island, with their cartoon avatars awkwardly pointing out the damage that Hurricane Maria wrought when it made landfall over two weeks ago. The pair appeared in front of flooded homes and badly-damaged landscapes, and Zuckerberg’s avatar grinned as he called virtual reality “magical” while standing in front of a group of men observing the wreckage on their island. At one point, the tone-deaf Zuckerberg and Franklin made their avatars high-five to demonstrate their new tech while standing in the middle of a completely flooded neighborhood. When the pair were done with their tour, Zuckerberg casually asked if Franklin wanted to “teleport somewhere else,” to which she suggested “maybe California?” The 33-year-old tech tycoon went on to explain the ways Facebook is contributing to the recovery effort, including donating over $1.5 million to hurricane relief organizations. But the damage was already done, and Zuckerberg got blasted for his tasteless stunt on his social media page and beyond. “Is this a joke? The Puerto Ricans are suffering and you are using our tragedy for this??” one Facebook user commented. “Heartless billionaire.” “Zuckerberg’s VR tour of Puerto Rico is everything bad about Silicon Valley. People live in a bubble there, and need to visit the real world,” one Twitter user wrote. “For what it’s worth ‘A cartoon Mark Zuckerberg toured hurricane-struck Puerto Rico in virtual reality’ is a headline worthy of The Onion,” wrote another. Zuckerberg tried to do damage control by explaining that, with an Oculus headset on his face, it really did feel like he was in Puerto Rico, and he had not anticipated how poorly the optics would translate to a third party viewing it. “I realize this wasn’t clear, and I’m sorry to anyone this offended,” he said. Over the last several weeks, Zuckerberg has been forced to apologize for several missteps. In late September, he announced that his company would be sharing 3,000 Russian-affiliated ads with government investigators and would be taking steps to protect election integrity. He also made an apology on the final day of Yom Kippur, asking Facebook users for forgiveness about the way his platform has been used in recent months. Zuckerberg has tried to quickly turn the page on this VR disaster, and Wednesday announced the early 2018 debut of the “Oculus Go,” a $199 VR headset that works without being hooked up to a phone or computer. ",https://nypost.com/2017/10/11/zuckerberg-sorry-for-tone-deaf-puerto-rico-vr-presentation/,New York Post,Conservative
108,Google balloons set to bring internet to Puerto Rico,Chris Mills   ,2017-10-10,"Despite the best efforts of cell companies, the vast majority of Puerto Rico is offline. Internet coverage might seem like a luxury when people are struggling for clean water and power, but communications make moving essential supplies much easier, and enables lost families and friends to find each other.That's why the FCC has granted an emergency license to Google parent company Alphabet to deploy 30 balloons over the island, with the intention of providing basic internet service while the conventional cell network is brought back online.Project Loon is an Alphabet ""moonshot"" concept that's been running since 2013. It's meant to bring internet to remote areas using balloons. Testing is going slowly, but Loon has proven particularly good at restoring communications after a natural disaster. Earlier this year, Loon provided coverage to tens of thousands of people in Peru following major flooding.The situation in Puerto Rico appears more difficult for Google. For the balloons to work, they need a wireless backhaul, which is provided through a partnership with local cell companies. The 83% of cell towers are still down in Puerto Rico, and the groundwork hasn't been put in place. By contrast, Google had already been testing in Peru when floods hit, so it was able to partner with Telefonica to get its system up and running in weeks.Google didn't provide a timeframe for when the balloons would be up and running, but the FCC license expires in April 2018, so it's going to have to be a while before then:",https://www.foxnews.com/tech/google-balloons-set-to-bring-internet-to-puerto-rico,Fox,Conservative
152,Mark Zuckerberg promotes VR with tour of Puerto Rico,Lia Eustachewich,2017-10-10,"Facebook founder Mark Zuckerberg used a livestreamed “trip” to hurricane-ravaged Puerto Rico to cheerfully promote the brand’s new virtual reality platform. In the tone-deaf video, Zuckerberg’s smiling, curly-haired avatar “teleported” with Facebook’s social virtual reality chief Rachel Franklin to the devastated US territory where they plugged the social media site’s ongoing relief efforts. Their cartoons floated in front of a 360-degree video from NPR showing mass destruction and flooded roads in Puerto Rico in wake of Hurricane Maria. “You can get a sense of some of the damage here that the hurricanes have done,” Zuckerberg said. “One of things that’s really magical about virtual reality is that you can get the feeling that you’re really in a place,” he added, before pointing out that he and Franklin were, in reality, in two different buildings. “It feels like we’re in the same place and can make eye contact,” Zuckerberg said. “We can high five if we wanted to,” Franklin added. Zuckerberg then went on to promote Facebook’s relief efforts in Puerto Rico, including a $1.5 million donation and building “population maps” to help the Red Cross pinpoint where help is needed most. ",https://nypost.com/2017/10/10/mark-zuckerberg-promotes-vr-with-tour-of-puerto-rico/,New York Post,Conservative
153,"Jones Act waiver expires for Puerto Rico, won’t be renewed: DHS",Mark Moore,2017-10-09,"The Jones Act waiver that suspended shipping restrictions to aid hurricane-ravaged Puerto Rico expired on Sunday and the Department of Homeland Security will not extend it, Reuters reported on Monday. DHS issued the waiver on Sept. 28 after a request by Puerto Rico Gov. Ricardo Rossello and other lawmakers, including Rep. Nydia Velazquez (D-NY) and Sen. John McCain (R-Ariz.). The Jones Act requires that all goods shipped between US ports to be carried by American owned-and-operated ships. ",https://nypost.com/2017/10/09/jones-act-waiver-expires-for-puerto-rico-wont-be-renewed-dhs/,New York Post,Conservative
